x_acceleration,y_acceleration,z_acceleration,activity
4.986433,-3.5764546,13.5004835,Jogging
-0.017507488,4.0146866,6.178621,Downstairs
6.1624947,0.4315986,10.6049795,Jogging
-1.6866134,1.5226452,10.078019,Walking
-2.5124826,1.1992303,4.3979416,Downstairs
5.5606966,-1.0580583,9.258624,Jogging
4.6586843,5.9468813,12.265274,Jogging
-1.3914884,0.9798025,9.052739,Walking
-4.7196207,-5.393078,11.063756,Jogging
-0.39460847,-0.44720665,8.761719,Upstairs
-0.1377503,4.6311445,10.528657,Walking
-2.743631,0.44555327,8.672802,Walking
4.149877,2.1883788,9.665791,Jogging
-0.106103085,1.2784798,9.822709,Walking
-1.7045809,-2.7887938,10.095315,Walking
0.15565667,-9.568617,9.432401,Jogging
5.1703186,-4.1308136,9.374244,Jogging
0.42390725,-0.9577617,8.9004755,Walking
-2.4640594,2.4650338,8.637821,Walking
-7.599413,-4.4954987,11.531928,Jogging
-0.06356736,7.525794,11.218807,Jogging
-0.9431657,1.6795138,11.493658,Jogging
-1.0418403,-0.36921105,10.523728,Walking
2.0906587,4.451971,12.124502,Upstairs
2.7852826,1.4374815,8.153896,Downstairs
0.23525941,-0.45661804,9.7701235,Standing
-4.6991315,-3.6052408,5.6972404,Downstairs
2.2467823,-0.74059784,10.014593,Jogging
5.1423507,-2.022717,12.915922,Upstairs
-1.3335301,-4.3994665,9.448782,Walking
2.1585414,5.4675765,10.43327,Jogging
-8.146057,-3.7641435,11.332076,Jogging
-4.6982837,-0.42339307,6.3346896,Downstairs
-5.6088195,-6.2397118,10.486296,Jogging
-2.0134513,2.7860796,12.3757715,Upstairs
1.8720868,0.91469884,11.893119,Upstairs
-2.652701,-0.76742566,10.052004,Walking
-1.8705714,-0.7870131,13.6662445,Upstairs
-0.5535918,-2.9960878,10.482065,Jogging
-1.0347948,2.978401,10.685599,Jogging
-0.6137736,0.6942498,7.415966,Downstairs
-0.99987334,0.20367126,10.295169,Sitting
-0.17631386,-0.12232565,10.182292,Standing
-3.262281,0.561524,9.166593,Jogging
2.884449,1.606482,9.475358,Walking
-1.124187,2.8906302,11.874489,Walking
-5.2269554,0.25299227,10.6619215,Walking
-1.4247633,-3.6719315,14.867401,Upstairs
-2.6463106,-7.3344064,9.364205,Jogging
-0.7998584,-0.7521869,10.862814,Walking
1.6047816,-3.0690932,10.260656,Walking
-1.8759587,2.960004,8.064244,Jogging
1.9168246,1.1915998,9.858778,Walking
-0.24864316,-0.36290506,10.0140085,Sitting
-0.1588537,0.07114148,9.596999,Standing
0.61431354,0.48550677,10.199035,Walking
1.3551848,-2.028915,10.901712,Walking
7.240559,6.6322584,12.477547,Jogging
1.6842984,3.3063607,7.963531,Jogging
0.9160262,-0.9084103,9.41937,Walking
-2.5996459,-1.6570944,8.88135,Downstairs
0.71308994,-0.71281826,11.58022,Walking
0.15329577,-1.3846881,11.009931,Upstairs
3.6489449,-6.1000414,8.194264,Jogging
-8.174499,0.7400262,11.051432,Jogging
-0.26199192,0.7549082,10.294213,Walking
-1.3567321,-0.30008787,10.157028,Jogging
-2.0087361,1.0167606,8.425294,Walking
-6.39807,7.2479167,6.68071,Jogging
0.41572526,1.1778615,11.098498,Jogging
8.910931,-3.3742166,4.911795,Downstairs
2.9003932,2.1791456,5.9713006,Downstairs
1.0710027,-4.955962,8.143364,Downstairs
0.25828528,2.4733057,11.141998,Walking
1.1763684,-2.8658195,10.968346,Walking
-6.39588,0.96941704,11.505464,Jogging
2.0637696,5.1494565,6.981799,Jogging
-0.24427444,1.3259186,9.730413,Walking
-1.5230428,-3.3457842,8.369449,Jogging
-0.91364485,-2.0753186,12.692625,Upstairs
0.84982914,-3.9911304,9.775273,Walking
0.6479493,3.139328,8.758341,Walking
0.2626368,-0.028759247,10.509681,Walking
3.5750525,-4.82397,5.69224,Jogging
0.7486015,-2.3595212,10.263669,Walking
-2.8620427,1.042272,10.281453,Walking
1.6926291,-0.8981977,11.068229,Walking
-0.47140905,-4.049014,7.2563133,Jogging
-0.45941108,-0.42353976,9.4006605,Walking
-1.7101071,-2.7168863,8.69562,Walking
-0.0664575,-2.9565134,13.205879,Walking
1.5267947,5.357489,9.287171,Jogging
-4.6267195,2.2898088,12.417138,Jogging
-0.59777915,-1.22768,11.390696,Walking
4.916615,-3.449162,9.834101,Jogging
-1.8580364,1.9029493,9.990358,Walking
6.837042,0.26871532,12.428908,Jogging
-0.22737575,-0.451579,10.546768,Sitting
3.706949,-1.7306557,9.084221,Walking
1.8020046,-0.124951616,10.391912,Walking
0.2906626,0.0837956,9.681092,Standing
