x_acceleration,y_acceleration,z_acceleration,activity
1.2895843,0.123270385,9.261081,Walking
1.3265572,-2.576287,6.4487143,Jogging
0.4441145,1.0331745,8.650207,Jogging
0.17230667,-1.6423144,9.856324,Walking
0.5168266,1.6544926,7.5153,Jogging
0.31718215,-0.94465226,9.769792,Jogging
0.15583122,0.22295976,10.500444,Standing
-2.5614233,3.9725134,6.960631,Jogging
0.9373678,-1.7347838,12.014107,Jogging
6.9547343,-0.3507364,11.867842,Jogging
0.14135942,2.736107,11.651315,Walking
0.9378668,2.955568,9.240243,Walking
-1.1493324,-0.3004653,10.986544,Walking
7.1350403,1.2504549,8.234944,Jogging
-0.45240563,-4.990331,7.813352,Downstairs
-0.31433246,0.06886102,10.121678,Standing
2.6731362,1.6304052,10.642039,Jogging
-0.16337946,-0.14778487,9.020632,Walking
0.37662032,0.31460276,10.242008,Sitting
8.0535,1.647089,11.698442,Jogging
-4.4291854,-1.5193236,12.494899,Upstairs
3.5576627,0.47289312,10.699335,Walking
0.48122597,-0.03835019,9.841386,Standing
1.577348,3.5138438,10.321959,Walking
-3.1188009,-6.0031667,10.373945,Jogging
-1.9207077,-1.5038329,11.406299,Walking
2.6170976,-3.6670012,9.608425,Jogging
-2.9639237,2.2020648,10.450643,Walking
-0.58848596,-0.8339822,10.730778,Downstairs
2.0960288,-1.3203005,9.357133,Walking
0.08710881,-0.06809595,9.823172,Standing
-1.6217178,-1.4895034,10.970058,Jogging
0.28035805,-0.93301266,10.159718,Walking
2.0455282,2.0977633,11.71299,Walking
0.23567484,0.25703275,9.61928,Sitting
1.6971742,1.4440701,6.787725,Downstairs
0.8937454,-3.7504032,10.1825,Walking
-1.7491173,-2.848179,9.747107,Upstairs
1.4855926,1.5745283,9.472507,Walking
-2.4466114,1.3038641,9.363139,Walking
-0.3485061,-0.6084245,9.684401,Sitting
-1.4145358,-0.44395876,9.821005,Walking
-4.007505,-1.0848613,11.383413,Jogging
1.253035,2.0418026,12.422315,Upstairs
-0.3498984,-0.47367278,10.048246,Jogging
4.7583456,-4.9544344,11.46271,Jogging
-3.2749958,-5.6761537,8.194524,Downstairs
3.714118,0.42231578,9.672963,Jogging
-1.4334393,0.18926777,6.7462907,Jogging
-0.35418192,-3.6340137,11.979094,Upstairs
0.14693083,0.1067384,9.605194,Sitting
-0.13260141,1.1978885,9.162461,Walking
0.85966104,-1.1894869,8.877837,Walking
-1.4361848,-0.7069966,8.921158,Walking
0.5781325,0.6255324,10.04573,Walking
0.48948735,-4.2199945,10.881325,Walking
0.27867624,-4.3364377,9.307088,Jogging
-3.9499154,0.70502585,6.0749316,Downstairs
0.6603666,-1.9868026,10.085461,Walking
-0.044945184,0.47858733,8.8739,Walking
1.7218369,-1.22546,11.080563,Walking
-0.910449,2.6369066,10.628132,Walking
-1.4964334,-2.88138,7.303018,Walking
0.08836985,3.7449608,10.440433,Downstairs
9.985232,1.8688626,9.94439,Jogging
1.5404508,9.779695,8.877801,Jogging
1.0635716,-5.779498,10.695576,Jogging
-1.0556142,-4.2881203,8.703586,Walking
0.55256695,-0.57029927,10.25021,Walking
1.1959655,-1.4163297,8.020834,Downstairs
0.5873992,-0.27583542,7.8805904,Walking
0.6535646,-5.7843285,9.140275,Jogging
-3.5138211,-0.17324392,12.204131,Jogging
0.18388939,2.0724826,5.8389535,Downstairs
-2.8448606,10.517741,9.584583,Jogging
0.3326177,0.38668483,9.718631,Standing
-0.81944317,-1.1784308,8.701404,Walking
0.037325706,2.6014066,11.395093,Jogging
-0.645395,4.8834944,10.717528,Walking
0.9827107,4.5631533,10.981796,Upstairs
1.8284957,1.3626735,9.699397,Walking
2.4753542,-5.325178,6.5837326,Jogging
-0.9095872,2.9164808,6.148972,Downstairs
1.3619395,0.53819436,10.835103,Walking
0.35574383,-0.24550138,10.553843,Sitting
1.8859261,-1.2882345,9.586487,Walking
-0.40708864,-5.9495745,8.283328,Jogging
-5.7254047,0.79553187,11.002899,Jogging
-0.052344717,1.0225021,10.400514,Sitting
-1.6360325,0.63507134,9.43722,Walking
-0.8420635,1.3241332,12.164874,Walking
0.7825811,-0.9504051,10.6617985,Walking
-0.26869342,-0.3453765,10.174796,Sitting
-0.41455388,-1.3135673,10.220598,Walking
-0.7152508,4.211259,11.952681,Jogging
-3.02593,3.1289673,10.46674,Walking
5.583911,1.18085,6.5512834,Downstairs
-1.3714491,0.2891142,11.159794,Sitting
3.69859,-1.6929923,16.737309,Upstairs
-0.2581646,0.23128723,10.373424,Standing
5.1066275,-1.2921371,9.755473,Upstairs
-0.79702467,-1.7642148,9.58943,Upstairs
0.45408958,3.2027996,9.309339,Walking
-7.913344,3.2275012,10.4205065,Jogging
-0.9213999,-4.6639867,9.988148,Downstairs
-4.991041,-0.28217554,10.834159,Walking
3.960528,-6.7142653,8.663468,Jogging
0.7847957,1.7032775,11.372217,Walking
3.4307842,-2.2031622,10.010062,Downstairs
4.250923,-0.22765875,9.104885,Walking
-1.739641,1.3259485,9.645028,Walking
2.0997374,-3.3009923,11.369261,Upstairs
0.1486053,-3.4487941,7.7319484,Downstairs
0.13454434,-0.2762092,9.135254,Walking
1.0746994,11.116058,7.807806,Jogging
10.60163,2.248623,8.121623,Jogging
-2.5704277,2.0724218,10.979476,Walking
3.1314938,3.5380297,10.091563,Walking
-0.60314965,-0.6215463,9.334468,Sitting
3.0036638,0.72735727,7.471426,Jogging
-2.1141438,0.2844663,8.320123,Jogging
3.8409429,3.2186315,9.402664,Walking
2.7730942,-3.6737673,9.41777,Jogging
12.2097435,-2.1120684,7.419647,Jogging
-1.3933591,-9.302487,10.576921,Jogging
2.2505329,0.11952349,11.572474,Walking
-6.240922,-4.205641,10.962038,Upstairs
-1.640036,-2.3510375,10.5118885,Walking
0.51829916,0.72719944,10.2760935,Walking
3.3171747,-4.231628,6.271895,Downstairs
-0.043583635,0.21239655,8.297401,Walking
-2.654037,2.500722,10.067469,Walking
-1.636588,1.3017995,9.305746,Walking
0.2426525,-3.3933473,11.515227,Walking
2.873396,-0.40886137,12.396508,Upstairs
-0.9612262,-1.4509139,12.996766,Upstairs
-2.3552556,2.5735822,11.432406,Jogging
3.3646982,8.867294,13.4071665,Upstairs
-1.0842894,5.715489,12.532056,Jogging
-0.93937033,1.8099086,9.071211,Jogging
-3.2203424,0.37796885,9.774908,Jogging
1.4330451,-0.7477156,10.755783,Walking
0.17063266,-3.8415625,11.838294,Walking
1.323081,2.6306996,11.981412,Jogging
-2.1869898,-6.2946434,9.13394,Walking
-1.6926908,3.6786149,13.640098,Jogging
