x_acceleration,y_acceleration,z_acceleration,activity
1.813698,1.6555853,9.219753,Walking
4.110625,-1.1570271,6.170672,Jogging
0.3725538,0.8867063,11.509796,Walking
-5.1832614,-3.260982,9.941758,Walking
0.9224933,2.934167,11.336138,Walking
1.4799118,-9.238786,10.244375,Jogging
-1.3897281,-2.1492145,9.368324,Walking
0.07121452,4.686237,15.406228,Upstairs
0.25498596,1.4954494,8.802454,Walking
-4.2637186,-0.853179,10.781688,Walking
-1.3671148,-0.7565681,9.306498,Downstairs
-3.9837008,3.0569706,9.538217,Walking
0.87511545,-3.6505907,8.624299,Walking
1.0306503,-0.11660513,12.011417,Jogging
3.356605,-2.3740613,9.853368,Walking
-2.1407087,0.53951687,10.544424,Walking
-3.5333786,1.0452328,10.797493,Walking
-3.6773474,-1.9765537,9.948989,Walking
1.5245432,-4.142968,12.556732,Jogging
1.0412053,1.8706394,9.4885435,Walking
-3.467574,-4.7610044,10.830381,Walking
0.6336648,0.7563969,10.26835,Sitting
-0.030692937,-0.81451505,10.748486,Downstairs
2.5043616,-0.5639629,11.377267,Walking
0.06691909,0.85982263,9.670872,Walking
2.1614087,-4.239171,10.622056,Jogging
2.6916525,-0.8498273,6.2687306,Downstairs
0.69385904,-0.9326772,10.8077345,Walking
-0.059609625,-2.4501867,9.637243,Walking
1.7172623,-1.2766391,9.303698,Walking
-0.65023476,-2.3409889,9.582063,Jogging
1.864761,-2.6412065,11.1952715,Walking
1.805246,-3.5363085,11.796287,Upstairs
-0.26878077,-4.0452523,9.590164,Walking
3.9845846,2.030617,11.067271,Walking
-0.80946124,-0.39618328,10.398839,Walking
-3.2655165,-3.4543808,12.987389,Jogging
5.4754744,2.9655583,11.068116,Jogging
1.7779806,-0.63493633,10.152128,Walking
3.8236651,4.057942,13.576645,Upstairs
-0.34815475,-0.57482773,10.591863,Sitting
-1.310695,0.98447126,9.8563795,Walking
2.8426948,-1.693293,9.796416,Walking
1.6166528,6.71264,5.4300756,Downstairs
2.861531,1.1560341,9.459771,Jogging
-0.92924315,2.2907255,7.032045,Jogging
1.9214021,-3.1433704,10.201911,Walking
5.102605,-1.2679149,9.284403,Walking
-6.981138,2.8059647,8.394898,Upstairs
-3.027544,-4.1141467,11.571014,Walking
0.49321502,-1.1848401,10.968766,Walking
-7.189481,-2.6770313,7.032522,Jogging
-0.18776861,-0.007457863,9.8775625,Standing
1.6310071,0.95721346,8.860396,Walking
-0.83647615,3.736128,9.563687,Jogging
-2.0973186,0.2769195,10.761295,Walking
0.2625453,1.7201853,11.000437,Walking
-3.707161,2.8352487,11.085176,Upstairs
-0.5148606,0.2624958,11.175997,Walking
-2.2213516,1.4441867,10.764718,Walking
-0.2496906,-2.6311016,8.748382,Walking
0.56496173,-3.6192913,9.174078,Upstairs
1.4352957,1.6965016,10.46462,Walking
-2.2907233,1.3035473,5.166765,Downstairs
-1.8814913,1.9922216,10.394193,Walking
-0.18636933,-5.188676,11.837719,Downstairs
-1.2731265,3.2438383,9.804819,Walking
3.7309818,8.905125,11.124255,Jogging
0.45225444,-1.1864903,9.700038,Walking
8.112062,-2.6190798,11.17071,Jogging
-0.8920629,1.0950516,9.672936,Walking
1.4225818,3.758029,9.631605,Downstairs
-1.6454006,5.452558,10.868312,Jogging
1.2450279,5.8539867,5.1558633,Downstairs
-6.313925,1.6006954,10.890509,Jogging
5.7192345,0.1269885,10.492793,Walking
0.025416367,0.39736372,9.880376,Standing
-7.4248514,-1.1829995,9.819308,Jogging
-0.52385086,-6.6989527,9.112659,Downstairs
-1.8497275,-1.3663785,9.4698,Walking
1.364797,1.6696237,10.299872,Jogging
4.735668,2.3583977,7.2174397,Downstairs
1.1389852,1.9289109,8.279846,Walking
-6.319298,-2.4254367,16.10561,Upstairs
1.9470189,1.5062077,10.393707,Walking
0.2567692,-3.3406549,9.974312,Walking
-0.5264066,1.1938598,10.236759,Walking
1.5790517,1.8419038,10.760591,Walking
-7.8426094,-3.2608197,13.716568,Upstairs
1.0840638,-2.276684,11.54892,Jogging
-4.633299,3.9791384,9.320517,Jogging
-7.2732005,-6.4070535,8.71883,Jogging
1.2000817,-1.8295523,10.359364,Walking
1.598222,-2.4249756,9.465608,Walking
-2.957212,0.97054905,11.782545,Jogging
1.4380184,-0.25255293,9.513692,Walking
3.4377344,-0.37289,11.7143135,Upstairs
1.0260321,-3.5700188,9.55142,Jogging
0.7007349,-1.3876865,10.163249,Jogging
-2.5649645,-1.8665943,9.082505,Walking
-0.6647966,2.718424,9.885674,Walking
4.808733,5.3082714,7.5855894,Jogging
-0.2628502,0.07830586,10.679995,Walking
-1.8635712,-1.5406522,7.4905615,Downstairs
-0.83794606,-0.5393881,8.98845,Jogging
-6.216222,0.80556965,10.602811,Jogging
-0.025251195,0.69624597,10.318809,Walking
-4.277494,-2.8360124,7.9784355,Upstairs
-0.06372891,0.3909005,10.227979,Walking
0.23395085,-0.36257377,10.323159,Standing
2.9409442,2.6180928,10.637073,Walking
0.48194864,2.5973866,8.579318,Jogging
-2.717857,-2.857219,8.28081,Downstairs
-0.46903077,-0.50949365,9.365151,Sitting
2.500437,3.0392158,9.3038,Jogging
-1.2186462,-3.0224764,9.830337,Walking
0.09455917,-1.499993,11.750377,Walking
0.17770326,2.4182649,12.081641,Jogging
6.5791545,-1.4636017,15.85862,Upstairs
1.0513955,0.9066411,9.075632,Walking
-0.38200238,-1.0036905,10.87932,Walking
-5.1024733,-3.29395,8.362173,Walking
2.6229584,-1.6171938,14.570125,Upstairs
-1.0599256,3.0640268,5.6543374,Jogging
-0.24340875,-0.12076994,10.110252,Standing
4.573573,8.252213,12.249791,Jogging
-2.9751832,-0.25041014,12.599512,Upstairs
2.1879518,-0.7473745,9.311121,Jogging
-1.8412567,-5.2118254,11.016042,Downstairs
-7.1207676,3.2264788,8.017225,Jogging
-2.0298731,10.107716,14.961452,Jogging
0.033940013,-1.1742667,12.931361,Jogging
-2.1111896,-1.2134414,11.0487385,Walking
0.78139955,-3.5554004,14.08361,Upstairs
4.7552447,3.9903326,10.357561,Jogging
3.121272,-1.5009363,8.74329,Walking
-1.527978,-2.6500545,6.8839064,Jogging
0.7317789,-7.414572,7.9624696,Jogging
-0.5856411,-2.0783725,8.385311,Downstairs
1.3473216,-0.80357057,10.189132,Walking
5.37151,3.9872332,8.502039,Jogging
-1.0444694,-4.150589,12.449076,Upstairs
0.23457386,-0.8061049,9.597502,Walking
-1.0527803,2.439846,6.7041397,Jogging
1.3516977,0.25115997,7.8980455,Walking
1.0883821,1.6273558,13.126413,Upstairs
-1.0205896,1.1836483,7.2587614,Downstairs
0.04168958,-1.3844118,11.781322,Upstairs
-1.2929455,-2.3858948,9.824734,Walking
