x_acceleration,y_acceleration,z_acceleration,activity
2.6298113,0.70097905,9.874636,Walking
0.38472313,6.431233,12.657731,Jogging
6.7624974,-4.3363338,9.950133,Jogging
-3.8436255,2.7344494,11.927012,Jogging
2.1255398,1.7176569,12.631097,Upstairs
3.702413,1.4466946,9.841793,Walking
-2.515316,-2.064011,8.28501,Jogging
0.5214035,-2.8111086,11.320908,Walking
-0.25538146,-2.203374,11.405055,Downstairs
4.0342584,0.16047642,9.807961,Walking
-2.262299,4.6955204,9.085238,Walking
-0.8117864,-5.485565,11.071033,Jogging
1.4593436,-7.544125,11.413575,Upstairs
-12.66466,-1.233034,11.383241,Jogging
-4.334877,1.2172956,11.393846,Walking
-2.5257118,-2.1931994,11.92562,Jogging
3.9434135,1.3799721,9.007712,Jogging
-1.872344,-1.4819974,11.285948,Walking
2.4106956,2.2126746,12.544478,Walking
4.362775,-4.231015,8.146642,Downstairs
-1.0325154,-1.9742811,11.666359,Walking
0.5092634,-0.07048122,11.772566,Walking
4.2211556,3.5771897,11.445145,Upstairs
-3.3153436,8.719785,6.1246624,Jogging
-3.3735647,1.3750187,8.339523,Walking
3.3540676,5.40801,12.919178,Jogging
1.4166105,3.466052,9.124756,Jogging
1.6453806,1.9663594,10.904596,Downstairs
-0.44244954,-0.3877256,11.241902,Upstairs
4.636404,-7.499827,9.7517605,Jogging
0.067225754,-0.4023497,10.395893,Sitting
-0.114638835,0.6893879,9.399821,Walking
4.452816,1.5881176,11.158368,Walking
5.530037,-1.2925106,8.549836,Jogging
2.0206041,4.9146957,8.671273,Walking
-0.33339915,-1.3597283,10.238051,Walking
-1.5095702,-4.646474,10.331698,Jogging
1.8636832,-0.6741386,10.188865,Walking
0.17390822,-1.8157765,8.259068,Jogging
-6.0755305,-0.9181423,10.489381,Jogging
-2.183875,-5.2178307,12.103967,Jogging
-0.7617332,-3.2747736,6.7599277,Downstairs
-0.10957989,-4.0117188,7.703618,Walking
1.3483185,-3.505873,8.136128,Jogging
-5.1787477,-1.2347192,10.522749,Jogging
-0.7190751,0.4995468,8.74555,Walking
-1.3511977,-0.43501136,11.3996105,Walking
0.85964537,2.5867727,9.381744,Walking
3.372411,-5.8868217,5.3564115,Jogging
-4.7165008,1.8728147,13.065185,Jogging
-0.09919868,-7.0149503,13.870505,Jogging
0.25187314,2.9486184,11.690355,Jogging
-3.6644957,-0.04272958,10.919941,Walking
3.154345,-2.631614,10.057762,Walking
-0.3782871,-0.087034985,9.948397,Sitting
0.15237322,-0.11009649,9.985693,Standing
-1.9031,3.2238657,10.727192,Jogging
-0.40806392,2.7436626,6.6321344,Downstairs
-3.089487,0.10632126,10.354507,Walking
-0.024693675,-5.121529,7.8954983,Jogging
2.2319264,5.1531167,9.251508,Upstairs
-2.7807,-4.4639077,9.541132,Jogging
-1.0977644,-3.421628,8.918815,Walking
-2.0327792,-0.82318246,9.853102,Walking
0.38232854,0.06952945,9.289468,Sitting
-2.873573,-2.6657512,10.650971,Walking
0.7745766,1.8035837,10.206961,Walking
-0.41464892,-1.0856769,8.01588,Downstairs
-3.7526586,0.14191225,10.398762,Walking
-0.4765617,2.0827723,14.216369,Upstairs
-0.3333822,1.180606,8.747521,Jogging
-3.2232823,0.22633646,5.7866864,Downstairs
-1.323483,9.351055,12.21934,Jogging
-1.4158059,0.4533226,7.614866,Jogging
-4.3540893,2.9215462,9.11351,Jogging
0.73380864,-1.0905658,11.207653,Walking
-1.2383893,1.7538693,10.840203,Upstairs
2.1059222,-5.9218774,10.011825,Jogging
-1.2487035,-5.5673656,7.25162,Downstairs
4.866629,-2.6024642,10.24169,Upstairs
1.1455057,-7.9716744,10.0783615,Downstairs
-0.79319423,1.8811862,10.869058,Jogging
2.5559657,-0.96145517,9.426197,Walking
-3.076764,-0.12569861,5.0383453,Jogging
-0.4485556,0.25453016,13.323323,Jogging
-0.33580396,0.091534674,9.258708,Walking
-1.4870148,-1.905712,11.863632,Walking
1.3479588,-1.2448424,9.309309,Upstairs
0.011526722,-2.5911207,9.836801,Walking
0.052642167,-2.0191891,7.5684395,Walking
-1.6016792,0.07721512,9.408029,Walking
-1.5445093,-2.0829263,10.399891,Jogging
-2.3167183,3.651403,8.866609,Walking
0.782557,2.11375,9.970539,Upstairs
0.64943814,-1.5039707,8.809252,Walking
0.7936321,-2.3866155,10.633863,Walking
-3.4451263,0.6318278,9.814764,Walking
7.0560093,-3.5425186,9.5175295,Jogging
5.663116,-2.826894,12.128044,Jogging
-3.283953,4.385785,10.046699,Upstairs
5.3676405,-2.104485,8.662192,Downstairs
-0.5001203,0.019333526,10.737517,Sitting
3.6801012,-4.6912656,8.914751,Downstairs
3.448035,-2.9326615,9.818792,Walking
-3.599011,-2.533721,12.466276,Upstairs
-4.126586,3.0294254,10.18875,Downstairs
-3.195318,0.6593002,10.995601,Walking
2.984623,-1.2050734,9.593943,Walking
1.9530492,-4.3478866,12.809709,Jogging
-5.035949,4.7684507,10.349156,Jogging
-0.7921391,1.6306117,9.680317,Walking
-0.32675377,2.0836992,11.203409,Jogging
-0.24802613,2.4890652,9.731702,Walking
-0.7742637,3.606934,10.41663,Walking
0.7122937,3.3281207,8.507475,Jogging
3.5548635,0.37822223,9.542253,Walking
-1.7771419,-2.8411863,9.257422,Jogging
0.53862184,-2.2740228,9.487005,Jogging
-0.8637195,0.779071,11.635364,Walking
-4.110681,2.6680357,9.932808,Walking
1.2754819,-0.30791628,7.508817,Downstairs
1.187044,-0.7025765,12.7930155,Upstairs
-0.62978905,4.42627,7.522332,Jogging
4.242993,-0.4085921,10.080177,Jogging
0.5261606,2.16407,9.930413,Walking
3.5500698,3.0988398,10.375768,Upstairs
3.3527389,1.6017325,7.5755086,Upstairs
3.0699127,-2.8122914,12.129787,Upstairs
1.6781178,2.803417,10.6900835,Walking
1.1281865,7.236312,9.915414,Jogging
-0.55153966,1.0988566,8.606991,Walking
-2.5961127,-2.4003024,10.459953,Walking
1.3737426,2.9589806,8.791044,Jogging
6.6865687,1.8169146,9.450026,Jogging
0.80911934,-2.6965947,13.428386,Jogging
-3.293574,-5.9178343,10.982196,Jogging
-3.1608706,-6.363259,10.404292,Jogging
2.6078868,4.8045487,12.537537,Jogging
-2.9088907,-6.3269343,13.057545,Upstairs
-2.2175617,-2.8352706,12.717548,Walking
0.60329634,0.111448124,10.966566,Sitting
0.15809901,0.13006055,10.312848,Sitting
3.6173117,4.3725057,10.8177805,Jogging
-0.23587416,0.113229945,9.499106,Standing
3.8480065,-3.2710927,10.018788,Jogging
-0.68275917,3.656642,11.072563,Walking
-2.3703825,-3.3754375,10.691589,Jogging
-4.366922,-4.52857,7.7001977,Jogging
-0.45682383,3.7097034,9.230937,Walking
0.48324957,0.5174408,10.1314,Standing
-0.6394412,3.2095747,7.4157834,Jogging
2.4184089,-0.79239017,12.843607,Walking
-0.03644432,-1.5643903,9.68704,Walking
-5.6135387,-1.7317058,8.367932,Jogging
-1.8133895,-1.2000228,9.851093,Walking
8.005286,3.7995765,12.765099,Jogging
1.3417035,3.9910147,7.180809,Walking
0.96144646,-2.3539288,9.430693,Walking
-4.073485,6.32803,8.698069,Jogging
-1.2095884,0.39129737,10.297173,Walking
1.0431379,4.2706065,10.877288,Jogging
-1.337769,-3.9148343,9.397181,Walking
-5.23082,-0.16663308,11.723216,Upstairs
-2.3255024,0.6100701,13.886869,Jogging
0.2612905,-0.08432195,9.8843775,Sitting
4.1030016,2.2447872,10.494845,Jogging
1.7978996,-0.53182286,9.782883,Downstairs
3.8020976,5.166172,11.34046,Jogging
-1.1332256,1.0295922,9.784474,Walking
