x_acceleration,y_acceleration,z_acceleration,activity
1.0399144,-4.9652424,5.713653,Jogging
-0.080355056,0.20318143,10.384402,Standing
2.0282965,1.0080308,9.488314,Walking
-4.282304,-2.537243,5.3043437,Jogging
1.2526083,1.7167518,8.920878,Downstairs
-2.818485,-1.7673508,6.763292,Walking
2.8417134,1.3880599,10.891528,Walking
1.5446684,3.4325283,10.361935,Upstairs
-5.254061,-1.531898,11.443574,Walking
0.34430662,0.53058565,9.970187,Sitting
1.160373,-1.3183098,10.886521,Jogging
-1.286913,-0.32310703,10.070497,Walking
-0.7357789,3.368697,10.081223,Walking
-0.45940012,-2.11622,9.24404,Walking
-1.5320325,-0.055950176,10.151618,Downstairs
0.9002915,-3.4075284,9.35306,Downstairs
-0.56430614,0.81885827,9.118405,Walking
-3.822969,1.4992676,11.430665,Jogging
0.80100816,-0.52697206,10.1667,Sitting
-0.11121744,-0.100175686,10.28079,Sitting
3.04583,2.6806805,14.126609,Upstairs
-1.6928209,1.4558296,9.3891945,Walking
-0.07051802,-2.127585,12.814326,Upstairs
-3.205502,2.280235,10.721698,Upstairs
-1.5951897,1.6125602,9.222571,Walking
-0.5867217,-2.4023995,10.221302,Jogging
1.7141867,-1.9595621,9.278618,Walking
0.7381504,0.6743979,8.60601,Walking
3.4498556,-1.8649983,8.907778,Walking
-2.1996653,1.9699216,8.664892,Jogging
-1.0286922,0.28843704,9.141986,Walking
1.7981379,1.221036,10.537431,Walking
-1.7558876,5.4442754,9.6711445,Jogging
1.1381443,2.8871944,10.380325,Walking
0.29253545,2.1578581,11.593836,Walking
-3.5805259,5.2592793,11.549619,Upstairs
-0.26198807,-0.0066864104,10.479499,Sitting
1.4738615,-3.6998222,11.040129,Jogging
1.3997682,0.29177693,10.6015835,Walking
-1.920184,-4.1027575,10.740559,Jogging
0.8663008,-1.1220634,10.550619,Sitting
-1.6897316,-0.1258174,8.898965,Walking
2.4764512,-0.04073992,10.154758,Walking
-2.5450773,-1.7836741,8.304987,Jogging
-2.71619,-0.023187941,10.112453,Walking
0.34745562,-0.033683646,9.650167,Walking
-2.6073508,-1.5544931,9.310544,Jogging
0.03408786,-0.49813536,10.054703,Sitting
0.26222712,-0.78000766,10.483415,Standing
-2.0202038,-4.2784514,9.788311,Walking
-2.2870839,-1.6790099,9.946788,Walking
0.351445,-1.1057776,7.713609,Jogging
4.888513,-5.873807,9.089525,Jogging
-1.9452763,1.1822809,12.056933,Upstairs
-0.7874121,0.18623793,10.274532,Standing
0.14837931,-1.2225344,9.338421,Sitting
-2.8663607,-0.7108018,10.161632,Walking
-0.6081582,1.1503098,9.485665,Walking
-1.3227327,1.2696679,11.157604,Walking
-0.65689844,0.7667922,13.796305,Jogging
2.6713398,4.7016277,16.064419,Upstairs
2.8887804,0.31810224,9.988223,Walking
2.146609,0.057778567,11.040032,Walking
0.32994834,-0.063086,10.241187,Standing
-0.16907287,0.09381689,10.49931,Standing
3.1139448,0.8775966,7.8272076,Downstairs
1.6330261,-4.5289288,13.024316,Jogging
1.0917772,0.15325494,9.899214,Walking
-0.27356586,-2.5602818,9.164114,Walking
-1.2564249,3.0971558,9.956085,Walking
0.2566525,-6.827899,13.938377,Upstairs
-2.0729845,-1.1228044,11.013123,Upstairs
-0.77244776,0.4102257,10.377041,Sitting
-2.3948512,1.4934368,11.438494,Walking
8.672561,-2.3918738,11.853264,Jogging
0.42945954,-2.601101,9.865313,Walking
0.067744866,0.12758368,8.912051,Standing
-0.10483901,3.324819,11.262405,Jogging
1.1468416,-0.4714971,12.14833,Upstairs
0.63440496,-1.1892791,8.685774,Walking
-1.3132398,0.20018734,11.186289,Jogging
-2.0788927,2.1003253,10.464913,Walking
2.3275447,1.9123286,7.417368,Downstairs
-2.8587983,1.5177511,8.989836,Walking
2.0015635,-7.4843836,8.243998,Downstairs
0.8499963,0.9390403,10.5752735,Walking
-0.11942704,2.6042361,7.355273,Downstairs
-0.505977,-1.5824102,11.450375,Walking
1.8680497,-0.30685392,9.649788,Walking
4.8083243,-6.335848,12.920897,Jogging
0.25880882,-0.13314305,10.364607,Standing
-1.3140128,2.0425012,13.929429,Jogging
2.836374,-1.4481094,9.645212,Jogging
-0.44970787,4.2818584,8.922061,Jogging
-0.25177005,-0.72186214,10.272339,Sitting
5.610341,-4.396502,11.195179,Jogging
-1.8262018,-5.448357,11.912908,Jogging
