x_acceleration,y_acceleration,z_acceleration,activity
4.6462784,4.698374,11.159764,Jogging
0.20434906,-0.046440445,9.7380085,Sitting
1.0250825,0.23848873,8.978368,Walking
-8.311133,5.0976067,10.415573,Jogging
0.47619763,1.9813874,8.634772,Walking
5.751646,-6.3457932,9.849646,Jogging
2.551472,-2.831149,5.7975993,Downstairs
4.0293837,0.025966298,9.399849,Walking
0.52040863,0.7130919,10.679209,Walking
2.0958858,0.44522417,9.461746,Jogging
0.13041767,1.7477512,16.35984,Upstairs
-1.3038301,1.5265433,10.093662,Walking
4.387915,0.3883846,6.312407,Downstairs
0.18906201,0.8262853,8.3437395,Walking
2.9048777,-3.3118324,10.91081,Walking
0.5284257,-0.012265515,9.8621435,Standing
-1.8107277,-4.9845233,11.913465,Upstairs
-1.694671,7.911627,8.290614,Jogging
0.099983074,-0.029916275,10.63111,Sitting
-2.9500895,0.081570975,10.160345,Jogging
-5.252852,0.476602,7.9697914,Jogging
-1.5984868,-1.0279019,10.904845,Walking
0.522119,6.847176,9.581426,Jogging
0.62037957,-0.27651852,8.970477,Walking
-0.1549834,-2.4222448,12.180143,Jogging
-0.3955345,-0.12218904,10.616681,Sitting
-3.9398274,-0.7939829,9.226821,Upstairs
-1.0441015,0.14078942,9.44067,Jogging
0.920157,0.23491898,11.192329,Walking
-0.09312648,0.52104384,10.074035,Walking
-0.49507055,-0.8109423,11.35607,Walking
0.70678174,-4.371033,11.0026245,Jogging
-0.4760169,-1.7644044,5.338405,Jogging
2.0638356,2.468093,9.679013,Walking
-3.1592133,-5.538243,10.04932,Upstairs
1.4414982,-0.43480712,9.922518,Walking
0.98327035,-0.016369153,9.795931,Sitting
-2.1019363,-3.172624,7.621613,Downstairs
2.0079117,0.8986607,10.54265,Walking
0.7614277,2.509376,9.241943,Walking
1.8822072,2.3980222,11.625863,Jogging
-3.6397443,8.509845,12.232569,Jogging
3.1909206,0.7539686,10.44466,Walking
-1.8792706,2.849827,14.606405,Jogging
1.985039,-1.3502231,10.370867,Jogging
-0.2741431,-0.12802714,9.848858,Sitting
0.21438912,0.23277876,9.321772,Walking
0.39275426,0.29456866,10.503078,Walking
-3.8642092,-3.2076056,11.784193,Jogging
-0.15977341,0.22739038,9.977196,Standing
-2.827553,1.8769737,10.403536,Walking
1.2605101,2.8259163,12.187366,Walking
3.3633249,1.3376424,11.413057,Walking
1.0427253,6.3684416,10.012815,Jogging
0.18001573,-0.66919494,10.486826,Walking
-0.14457497,2.7541385,9.745637,Jogging
3.5744517,5.81653,6.967965,Jogging
0.48790252,3.2005355,6.092887,Jogging
-0.06612769,-4.7693105,6.439885,Downstairs
-0.95810485,0.7430306,8.615137,Walking
-3.7858448,7.328119,7.587158,Jogging
1.1961994,-2.0079753,8.163654,Walking
1.9784876,3.6820655,10.175167,Walking
-2.0456357,2.5099428,16.763376,Upstairs
1.0543998,-0.33966348,9.971648,Sitting
-4.040911,-2.146594,8.747783,Walking
-1.4573995,1.4604428,8.305615,Downstairs
-5.853664,-0.6920673,11.8933,Jogging
-1.0644839,-0.5589527,9.717782,Walking
-0.13614047,-2.378583,10.052426,Walking
