x_acceleration,y_acceleration,z_acceleration,activity
-0.44579127,4.4880605,11.616986,Jogging
-0.5896153,-0.16917965,10.894024,Sitting
-3.9627147,5.90992,10.786198,Jogging
-1.3335437,-4.4086514,7.2347674,Jogging
-1.2090198,3.383599,8.2963915,Jogging
0.14177784,-1.1933317,13.276703,Upstairs
1.1143237,0.7260217,11.641462,Jogging
0.1359605,-0.2048719,6.1762085,Downstairs
1.4037623,-2.9134731,14.128665,Jogging
3.9845433,-4.6648116,11.915819,Upstairs
-1.3544993,-1.4776757,10.264036,Walking
-0.13237894,0.39729044,10.443802,Standing
-1.395653,4.9960895,8.832645,Walking
-0.13711162,-1.4970845,14.183702,Upstairs
3.4591599,-0.6016828,13.092495,Jogging
1.092616,-1.0777534,8.765861,Jogging
-8.165743,-0.23793991,8.741785,Jogging
0.8683985,-0.72521394,11.095952,Walking
-1.8526304,-0.011317601,9.32654,Walking
0.23911525,-0.52398914,10.002062,Standing
-1.8863833,1.381431,8.716847,Walking
-0.7222915,-0.953497,9.229799,Walking
-1.61181,4.609072,7.669615,Jogging
-3.5776048,-3.6024282,9.192397,Jogging
-2.072894,0.21586083,10.454011,Walking
2.8445585,5.3607917,7.7918177,Downstairs
-7.609248,6.1712623,12.063154,Jogging
-0.8729287,-0.64428747,11.305822,Walking
-1.1717466,-0.34287563,7.5470977,Walking
-1.9551362,-1.65231,10.842119,Upstairs
-0.6501577,-0.17031984,10.095011,Sitting
-1.9971141,-3.3932667,11.832671,Upstairs
-0.697931,-3.0525281,10.409363,Walking
0.43604442,-0.56750435,10.254492,Sitting
0.19652684,1.2972603,6.0127068,Jogging
-1.1403552,-2.2804654,11.858099,Downstairs
-0.29420975,2.1192083,10.125129,Jogging
-3.004673,-2.0994484,11.803875,Jogging
3.6300664,-3.0513957,9.01117,Jogging
0.023167923,-3.1619642,10.438782,Jogging
-0.42273387,-0.13643113,11.166373,Walking
0.3729665,-0.29928622,10.05879,Standing
-1.24433,6.0425367,11.336003,Walking
-6.051874,0.42043868,13.494577,Upstairs
2.1354692,0.1280157,10.548761,Walking
0.81915605,0.2312845,9.224015,Jogging
-0.21193705,-0.2030239,9.556898,Walking
-1.2873002,-1.3022836,9.061489,Walking
-0.2715923,-2.0919054,9.21946,Walking
-1.4948114,0.9646265,9.463863,Jogging
4.827206,-4.0050035,9.695369,Jogging
-2.1421306,-0.5516786,7.999143,Jogging
-0.055239182,0.045356106,9.831714,Standing
-0.109785885,0.33928686,10.159664,Sitting
-1.2705395,-1.3405274,9.352374,Walking
-0.20674512,0.38646525,9.438776,Standing
0.3503787,-0.21416932,6.1820483,Downstairs
3.2474916,5.309042,12.056864,Upstairs
6.913533,-6.732199,14.053929,Jogging
