x_acceleration,y_acceleration,z_acceleration,activity
-8.192641,3.8974319,16.268816,Upstairs
6.6756744,1.3552272,11.452216,Jogging
-1.3759419,-0.046905797,8.087105,Downstairs
8.435002,-5.6538,8.473322,Jogging
5.6545444,1.8228512,14.405305,Upstairs
-0.30219597,1.9474673,11.008812,Walking
0.015750356,0.72167003,9.71255,Sitting
1.7734604,-1.3852156,11.77529,Walking
-7.026633,7.109944,11.877274,Jogging
-2.059964,1.0460949,9.613351,Downstairs
-0.72100973,-0.3517936,10.224388,Sitting
-1.3093643,1.0992473,11.170038,Walking
1.46338,-0.4930826,10.24858,Walking
-1.3883951,1.0807638,9.003093,Walking
-2.6673076,-1.2561955,10.621266,Jogging
0.021449728,-0.21238619,11.886622,Walking
-4.0089784,2.619345,10.608475,Downstairs
3.906551,0.43015265,9.137561,Jogging
-0.7850643,2.8444533,10.517858,Walking
0.21300694,6.88185,8.122057,Downstairs
1.9351188,-0.40694478,11.977139,Upstairs
1.598855,-3.2101967,10.987984,Upstairs
-0.24088958,0.8755042,5.5209136,Downstairs
5.5546184,0.80301625,7.0174074,Jogging
-2.408747,-0.45922333,10.360168,Walking
1.1637672,1.017261,11.160063,Walking
-5.3789988,-4.006689,9.87511,Upstairs
-3.194927,1.7030829,8.912228,Walking
9.269418,0.3843712,9.253143,Jogging
-3.4770136,-1.1581345,8.840123,Walking
3.4274442,0.44118607,12.33315,Jogging
2.503535,1.2241201,10.015231,Walking
-2.244783,1.0271382,9.143298,Walking
7.2690825,1.5927318,10.708104,Upstairs
1.9785018,-1.9531938,7.8542447,Jogging
3.4945602,5.597183,12.079711,Walking
-1.2727872,2.140855,10.967662,Walking
-0.2750846,0.07155568,10.030308,Standing
-1.636106,-3.8568535,10.816244,Walking
-0.090726264,2.396085,12.612219,Jogging
-0.7576801,-0.791927,9.95363,Walking
0.72610164,-0.59470737,7.559013,Walking
1.2861787,2.1514628,13.746518,Upstairs
1.9568249,-3.980676,7.670671,Downstairs
-2.8824267,-1.7726277,9.330729,Upstairs
-0.70418596,-0.29401183,10.446763,Sitting
-1.4778097,1.1485376,12.517128,Walking
2.0810726,-0.7521672,12.388088,Upstairs
0.18759443,0.03214679,10.135984,Standing
1.3637457,-2.1659534,12.674082,Walking
10.632185,2.1480653,9.039374,Jogging
0.37428248,0.35180107,10.552549,Sitting
-1.8272865,1.7175226,10.155531,Walking
-1.0242392,0.39976752,10.033265,Downstairs
0.99660754,-0.91225505,9.099687,Walking
-0.05708437,-0.42513546,9.453027,Standing
1.5339286,-3.1993558,9.0526085,Downstairs
5.564852,-1.4239936,9.561495,Walking
0.31340456,0.8458677,10.247115,Sitting
2.3059475,0.41214427,8.147458,Walking
1.3956169,-1.1315496,10.561743,Walking
0.7346593,-0.66795415,9.744901,Walking
-2.478118,2.3457634,9.236346,Walking
0.18083824,0.2723855,9.664636,Standing
2.1087065,0.45741394,7.1722817,Downstairs
1.0390491,12.804165,12.322238,Jogging
1.3999401,-0.08757238,11.464911,Walking
-2.3486924,-0.48418102,9.808961,Walking
-0.106558755,-1.2671163,13.574386,Upstairs
3.7304783,-0.91280353,11.375818,Jogging
-2.5069387,-2.2434366,3.5937643,Downstairs
2.4403589,0.65750426,11.320816,Walking
-0.6697858,0.32724357,8.49384,Jogging
-1.6691703,3.3023076,12.9817505,Upstairs
-0.14117333,0.69085896,9.574627,Sitting
6.3769493,3.2403615,11.25414,Upstairs
-3.4729521,4.236947,7.8259163,Jogging
-1.1243408,-0.37814352,9.751466,Sitting
3.7112067,1.2218059,10.763835,Jogging
1.1935453,0.07008255,10.111893,Sitting
-0.5977666,-1.5524855,9.074116,Walking
0.84563625,-0.7437237,9.0582905,Walking
4.0813947,3.706979,6.3857384,Jogging
0.5361551,0.33028802,10.287175,Sitting
0.5337758,0.059758775,10.786899,Walking
-1.9005263,-1.3308972,11.034007,Walking
-7.7511635,1.3808433,8.787386,Downstairs
-2.98211,-2.7291694,11.814491,Walking
-2.36319,-3.825135,6.978706,Jogging
0.12936167,-0.9902657,12.453079,Jogging
-4.052173,0.91869885,12.361693,Jogging
2.9501595,-1.7649459,9.751799,Jogging
2.7020664,1.7676034,12.496779,Upstairs
-1.3523155,2.1882012,9.118628,Walking
0.096196115,-1.0082127,10.3783,Walking
0.60505503,-5.156014,9.346121,Walking
-0.82409596,-0.8589926,9.243929,Walking
0.28251427,-0.82657695,9.941612,Sitting
1.1027681,1.0402851,9.418091,Jogging
-0.13853557,0.33135185,9.750102,Standing
-0.1837896,-3.2478604,10.325302,Jogging
2.3859656,-1.5597775,9.900569,Upstairs
2.2377548,1.5005645,10.262172,Walking
-0.93398315,-4.2614326,12.607271,Upstairs
4.0035143,0.91750354,8.4645605,Jogging
-0.22656257,-1.7632111,10.564068,Walking
2.1468031,-0.12806799,9.237617,Walking
3.4840746,2.8850484,12.93462,Upstairs
-0.12470709,1.5738516,10.124384,Walking
-3.1016297,2.8635957,10.540948,Walking
-0.30909497,0.631068,9.245846,Standing
-0.062227447,-0.456514,9.970799,Sitting
